course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,text_profile
University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,"University Teaching by The University of Hong Kong, Beginner level, COURSE"
Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,"Unraveling the Cycling City by University of Amsterdam, Intermediate level, COURSE"
User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,"User Experience Research and Design by University of Michigan, Beginner level, SPECIALIZATION"
User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,"User Interface Design by University of Minnesota, Intermediate level, SPECIALIZATION"
Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,"Using Databases with Python by University of Michigan, Mixed level, COURSE"
Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,"Using Python to Access Web Data by University of Michigan, Mixed level, COURSE"
Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,"Using Python to Interact with the Operating System by Google, Beginner level, COURSE"
Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,"Value Chain Management by University of Illinois at Urbana-Champaign, Intermediate level, SPECIALIZATION"
Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,"Version Control with Git by Atlassian, Mixed level, COURSE"
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,"Viral Marketing and How to Craft Contagious Content by University of Pennsylvania, Mixed level, COURSE"
Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,"Virtual Reality by Goldsmiths, University of London, Beginner level, SPECIALIZATION"
Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,"Virtual Teacher by University of California, Irvine, Beginner level, SPECIALIZATION"
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,"Vital Signs: Understanding What the Body Is Telling Us by University of Pennsylvania, Mixed level, COURSE"
Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,"Web Applications for Everybody by University of Michigan, Intermediate level, SPECIALIZATION"
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,"Web Design for Everybody: Basics of Web Development & Coding by University of Michigan, Beginner level, SPECIALIZATION"
Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,"Weight Management: Beyond Balancing Calories by Emory University, Beginner level, COURSE"
What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,"What Is Contemporary Art? by The Museum of Modern Art, Beginner level, COURSE"
What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,"What future for education? by UCL Institute of Education, Mixed level, COURSE"
What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,"What is Compliance? by University of Pennsylvania, Mixed level, COURSE"
What is Data Science?,IBM,COURSE,4.7,Beginner,260k,"What is Data Science? by IBM, Beginner level, COURSE"
What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,"What is Social? by Northwestern University, Mixed level, COURSE"
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,"Wine Tasting: Sensory Techniques for Wine Analysis by University of California, Davis, Beginner level, COURSE"
Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,"Wonders of Ancient Egypt by University of Pennsylvania, Intermediate level, COURSE"
Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,"Write A Feature Length Screenplay For Film Or Television by Michigan State University, Beginner level, COURSE"
Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,"Write Professional Emails in English by Georgia Institute of Technology, Mixed level, COURSE"
Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,"Write Your First Novel by Michigan State University, Beginner level, COURSE"
Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,"Writing in the Sciences by Stanford University, Beginner level, COURSE"
e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,"e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age by University of Illinois at Urbana-Champaign, Mixed level, COURSE"
iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,"iOS App Development with Swift by University of Toronto, Intermediate level, SPECIALIZATION"
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,"¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección by IESE Business School, Beginner level, COURSE"
Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,"Étudier en France: French Intermediate course B1-B2 by École Polytechnique, Intermediate level, COURSE"
Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,"Éxito Profesional by University of California, Irvine, Beginner level, SPECIALIZATION"
Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,"Искусство ведения бизнеса by Saint Petersburg State University, Beginner level, SPECIALIZATION"
Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,"Искусство разработки на современном C++ by E-Learning Development Fund, Intermediate level, SPECIALIZATION"
Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,"Корпоративные финансы и стоимость компании by National Research University Higher School of Economics, Beginner level, SPECIALIZATION"
Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,"Математика и Python для анализа данных by E-Learning Development Fund, Beginner level, COURSE"
Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,"Машинное обучение и анализ данных by E-Learning Development Fund, Intermediate level, SPECIALIZATION"
Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,"Основы Digital Маркетинга by National Research University Higher School of Economics, Intermediate level, SPECIALIZATION"
Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,"Основы программирования на Python by National Research University Higher School of Economics, Beginner level, COURSE"
Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,"Основы разработки на C++: белый пояс by E-Learning Development Fund, Intermediate level, COURSE"
Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,"Погружение в Python by Moscow Institute of Physics and Technology, Intermediate level, COURSE"
Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,"Программирование на Python by Mail.Ru Group, Intermediate level, SPECIALIZATION"
Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,"Психолингвистика (Psycholinguistics) by Saint Petersburg State University, Mixed level, COURSE"
Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,"Разработка интерфейсов: вёрстка и JavaScript by E-Learning Development Fund, Intermediate level, SPECIALIZATION"
Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,"Русский как иностранный by Saint Petersburg State University, Intermediate level, SPECIALIZATION"
Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,"Финансовые инструменты для частного инвестора by National Research University Higher School of Economics, Beginner level, SPECIALIZATION"
